,Date,orig_SO,ShipDate,Specifier,Customer,Job_Name,Summary,Product_Family,Qty,Qty_On_Order,Prob_Part,Replaced,Repl_SO,RMA,Comments,Code
225,2/3/2020,SO81543,,RENFRO ARCHITECT (OOT),WHOLESALE ELECTRIC SUPPLY - LOWELL,BLAKE STREET HOUSE Q39545,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,SP-141-1000-19,,,RMA13552,,ELECTRICAL
226,2/3/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED BAD COLOR LED (DISCOLORED) ,NANOLED MULTI,56,,SP-125-0500-1-2,,,RMA13551,,ELECTRICAL
227,1/31/2020,,,NA,WALTERS WHOLESALE ELECTRIC CO. - LOS ANGELES,NA,  REPORTED DEFECTIVE ,BEVELED MINI,6,,SP-112-0500-4,,,RMA13546,,ELECTRICAL
228,1/31/2020,SO49470,,LIGHT SWITCH,STEINER ELECTRIC,1001 SOUTH STATE STREET,  REPORTED DEFECTIVE ,NANOLED NXT,1,,SP-092-0500-9,,,RMA13544,,ELECTRICAL
229,1/31/2020,,,NA,LUPARELLO LIGHTING,NA,  REPORTED DEFECTIVE ,BEVELED 2.2,1,,SP-312-0350-6E,,,RMA13543,,ELECTRICAL
230,1/31/2020,,,NA,LUPARELLO LIGHTING,NA,  REPORTED DEFECTIVE ,BEVELED 2.2,1,,SP-312-0700-6E,,,RMA13543,,ELECTRICAL
231,1/30/2020,,,NA,"USESI, US ELECTRICAL SERVICES, INC",NA,  REPORTED LIGHTS OUT ,BEVELED BLOCK,1,,SP-241-0350-2,,,RMA13537,,ELECTRICAL
232,1/30/2020,,,NA,VIKING ELECTRIC SUPPLY - MINNEAPOLIS,NA,  REPORTED STOP WORKING,BEVELED MINI BASIC,1,,SP-257-0350-2,,,RMA13536,,ELECTRICAL
233,1/29/2020,,,NA,DIVERSIFIED LIGHTING ASSOCIATES INC.,NA,  REPORTED DEFECTIVE,BEVELED MINI X,2,,SP-323-0350-2,,,RMA13533,,ELECTRICAL
234,1/29/2020,SO89677,,JACOBS ENGINEERING,GRAYBAR ELECTRIC-ST LOUIS,XS E323 LATERWORKS/QUOTE 41660,  REPORTED NO LONGER LIGHTING  ,NANOLED NXT,2,,SP-092-0350-2,,,RMA13529,,ELECTRICAL
235,1/28/2020,SO56486,,Cline Bettridge Bernstein Lighting Design,MICHAELS ELECTRIC,SUNSET DRIVE ,  REPORTED DEFECTIVE ,BEVELED 2.0,6,,SP-098-0700-3,,,RMA13528,,ELECTRICAL
236,1/28/2020,,,NA,VAN METER - DES MOINES,NA,  REPORTED FIXTURE WILL NOT LIGHT,BEVELED 2.1,1,,SP-140-0900-6F,,,RMA13527,,ELECTRICAL
237,1/28/2020,,,NA,WALTERS WHOLESALE - SAN DIEGO,NA,  REPORTED DISCOLORING LED'S ,NANOLED MULTI,1,,SP-033-0500-2,,,RMA13525,,ELECTRICAL
238,1/28/2020,,,NA,WALTERS WHOLESALE - SAN DIEGO,NA,  REPORTED DISCOLORING LED'S ,BEVELED BASIC,10,,SP-062-0500-2,,,RMA13525,,ELECTRICAL
239,1/28/2020,,,NA,WALTERS WHOLESALE - SAN DIEGO,NA,  REPORTED DISCOLORING LED'S ,BEVELED 2.1,4,,SP-140-0700-2,,,RMA13525,,ELECTRICAL
240,1/27/2020,,,NA,KIRBY RISK CORPORATION,NA,  REPORTED DEFECTIVE ,BEVELED MINI,1,,SP-247-0500-2,,,RMA13520,,ELECTRICAL
241,1/23/2020,SO93075,,GENSLER,SUMMIT ELECTRIC SUPPLY-ALBUQUERQUE,AT&T,  REPORTED 1 FIXTURE NOT TURNING ON  ,BEVELED MINI X,1,,SP-322-0500-19,,,RMA13507,,ELECTRICAL
242,1/23/2020,,,NA,CED - ALL PHASE - GRAND JUNCTION,NA,  REPORTED BLINKING,BEVELED INFINITE COLOR,1,,SP-175-0700-1M,,,RMA13505,,ELECTRICAL
243,1/23/2020,SO78668,,RNL ARCHITECTURE,QED-DVR,DENVER WATER WELLNESS CENTER Q38148,  REPORTED DEFECTIVE TYPE D4 + TYPE D5  ,BEVELED 2.1,1,,SP-087-1000-6F,,,RMA13504,,ELECTRICAL
244,1/23/2020,SO99048,,YANCHAR DESIGN,"M & M LIGHTING, L.P.",3RIVERCREST RECORDING ,  REPORTED DEFECTIVE ,BEVELED INFINITE COLOR,2,,SP-175-0700-2M,,,RMA13503,,ELECTRICAL
245,1/23/2020,SO84139,,ARCHILUCE INTERNATIONAL (OOT),MAYER ELECTRIC SUPPLY-NASHVILLE,HARPETH SQUARE HOTEL Q35288,  REPORTED DEFECTIVE ,BEVELED 2.1,1,,SP-142-1000-6E,,,RMA13501,,ELECTRICAL
246,1/23/2020,SO54361,,BORGES ARCHITECTURAL GROUP,"INDEPENDENT ELECTRIC SUPPLY, INC.-SACRAMENTO",FARM CREDIT WEST PHASE 2,  REPORTED DEFECTIVE ,BEVELED MINI,18,,SP-064-0500-2,,,RMA13500,,ELECTRICAL
247,1/23/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DEFECTIVE,BEVELED 2.0,4,,SP-059-0700-3,,,RMA13497,,ELECTRICAL
248,1/23/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DEFECTIVE,BEVELED 2.0,10,,SP-059-0700-3,,,RMA13497,,ELECTRICAL
249,1/23/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DEFECTIVE,BEVELED 2.0,4,,SP-059-0350-3-MOD1,,,RMA13497,,ELECTRICAL
250,1/22/2020,SO75460,,HLB ,WIEDENBACH BROWN - HICKSVILLE,MSKCC 74TH 5TH,  REPORTED FAILED ONSITE ,BEVELED,1,,SP-116-0700-6F,,,RMA13493,,ELECTRICAL
251,1/21/2020,,,NA,ANIXTER POWER SOLUTIONS LLC,NA,  REPORTED DEFECTIVE ,BEVELED,3,,SP-116-0700-2,,,RMA13484,,ELECTRICAL
252,1/21/2020,SO97067,,BURNS & ASSOCIATES,"USESI, US ELECTRICAL SERVICES, INC",JBG SMITH CG2, REPORTED DEFECTIVE ,BEVELED 2.1,1,,SP-142-0500-2,,,RMA13483,,ELECTRICAL
253,1/21/2020,SO96747,,IBANEZ SHAW ARCHITECTS (OOT),NU-LITE ELECTRICAL WHOLESALERS,THE CLUB AT MSY /Q44128,  REPORTED FIXTURE ONLY WORKS ON EM MODE WHEN TEST BUTTON IS PUSHED,SLIVERLED,1,,SP-189-0350-6E-EM,,,RMA13481,,ELECTRICAL
254,1/21/2020,,,NA,"USESI, US ELECTRICAL SERVICES, INC",NA, REPORTED DEFECTIVE DRIVER & WILL BE RETURNING PREVIOUS LED ORDER,NANOLED NXT,1,,SP-092-0500-2,,,RMA13478,,ELECTRICAL
255,1/20/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#84140 / INV#104934 -- REPORTED DEFECTIVE - LIGHT COMES ON, THEN IT GOES OFF WHEN YOU REMOVE YOUR HAND - SITE VISIT - STANLEY - PROJECT: HEILBRONN RESIDENCE - _x000d_
REPL SO#100951/ INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MINI X,10,,SP-322-0350-3,,,RMA13470,,ELECTRICAL
256,1/20/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#52056, 57359, 61518, 68238  / INV#59604, 67150, 71534, 82158 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: VC OFFICE (VERDERAME CALE) - _x000d_
REPL SO#100937 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED MINI,5,,SP-155-0500-2,,,RMA13469,,ELECTRICAL
257,1/17/2020,,,NA,Y&B LIGHTING & ELECTRIC SUPPLY,NA,"ORIG SO#62719 / INV#72771 -- REPORTED DEFECTIVE - NOT LIGHTING UP - LAB FOR EVALUATION - _x000d_
REPL SO#99676 / INV#129281 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MINI COLOR SELECT,1,,SP-160-0350-19,,,RMA13467,,ELECTRICAL
258,1/17/2020,SO50384,,HDLC NY,SONEPAR - CODALE ELECTRIC,GOLDMAN SACHS BLDG 111 ,  REPORTED DEFECTIVE ,NANOLED,4,,SP-044-0500-7,,,RMA13466,,ELECTRICAL
259,1/17/2020,SO62447,,ABOHEME DESIGN ,TECHNOLOGY BY DESIGN,SADIES HIDEAWAY PROJECT /QUOTE#32044,  REPORTED DIM FIXTURES & TESTED THE DRIVERS AND NEED REPLACMENTS  ,BEVELED 2.0,1,,SP-059-0700-7,,,RMA13463,,ELECTRICAL
260,1/17/2020,SO62447,,ABOHEME DESIGN ,TECHNOLOGY BY DESIGN,SADIES HIDEAWAY PROJECT /QUOTE#32044,  REPORTED DIM FIXTURES & TESTED THE DRIVERS AND NEED REPLACMENTS  ,BEVELED 2.0,3,,SP-060-0700-7,,,RMA13463,,ELECTRICAL
261,1/17/2020,SO62447,,ABOHEME DESIGN ,TECHNOLOGY BY DESIGN,SADIES HIDEAWAY PROJECT /QUOTE#32044,  REPORTED DIM FIXTURES & TESTED THE DRIVERS AND NEED REPLACMENTS  ,BEVELED 2.0,2,,SP-060-0700-7,,,RMA13463,,ELECTRICAL
262,1/17/2020,SO97756,,NA,GOODMART,SIMON AND SCHUSTER,  REPORTED BATTERY BACK UP NOT WORKING  ,BEVELED 2.1,1,,SP-141-1000-2,,,RMA13461,,ELECTRICAL
263,1/17/2020,SO97756,,NA,GOODMART,SIMON AND SCHUSTER,  REPORTED BATTERY BACK UP NOT WORKING  ,BEVELED 2.1,1,,SP-141-1000-2-EML,,,RMA13461,,ELECTRICAL
264,1/17/2020,SO92259,,FOCUS LIGHTING,FOCUS LIGHTING,520 PARK AVE,  REPORTED DEFECTIVE ,BEVELED MINI X,1,,SP-322-0500-6A,,,RMA13460,,ELECTRICAL
265,1/16/2020,SO97291,,LILKER LIGHTING,LUPARELLO LIGHTING,METROPOLITAN COMMERCIAL BANK /Q45117,  REPORTED NOT WORKING ,BEVELED 2.2,2,,SP-312-0700-6E,,,RMA13457,,ELECTRICAL
266,1/16/2020,SO85538,,DFA,GOODMART,24 HARVEST ,  REPORTED FIXTURES NEVER POWERED ON  ,BEVELED PRIMARY,2,,SP-269-0350-21,,,RMA13455,,ELECTRICAL
267,1/16/2020,SO97844,,NELSON,UNITED LIGHTING & ELECTRICAL GROUP-COMMACK,VERITAS CAPITAL 9 WEST 57TH /Q47475,  REPORTED DEFECTIVE ,BEVELED 2.2,1,,SP-317-0700-6E,,,RMA13453,,ELECTRICAL
268,1/16/2020,,,NA,CMT LIGHTING,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,1,,SP-142-1400-2,,,RMA13442,,ELECTRICAL
269,1/15/2020,SO87985,,HKS,CITY ELECTRIC SUPPLY - DALLAS,WHITEBOX REAL ESTATE, REPORTED FISTURE ,MICRO,1,,SP-244-0350-2,,,RMA13441,,ELECTRICAL
270,1/15/2020,SO87562,,GENSLER,MAYER ELECTRIC SUPPLY-TAMPA,CITIBANK/ QUOTE 42630,  REPORTED LED TURNED YELLOW ,NANOLED,1,,SP-044-0500-6F,,,RMA13439,,ELECTRICAL
271,1/15/2020,SO62579,,NA,CED-DALLAS,PARK PLACE PORSCHE REMODEL,  REPORTED LIGHT IS OUT ,BEVELED 2.1,2,,SP-140-1400-6E,,,RMA13438,,ELECTRICAL
272,1/15/2020,SO72974,,RPA ASSOCIATES,COLONIAL ELECTRIC,GSK Q36496,  REPORTED DEFECTIVE ,BEVELED 2.1,3,,SP-140-1400-2,,,RMA13436,,ELECTRICAL
273,1/14/2020,SO93254,,ONE LUX STUDIO,WELTMANN LIGHTING LLC,TISHMAN SPEYER 45 ROCKEFELLER /Q43638,  REPORTED DEFECTIVE ,BEVELED MINI X,1,,SP-323-0500-19,,,RMA13431,,ELECTRICAL
274,1/14/2020,,,NA,"MAIN ELECTRIC SUPPLY CO., INC-LOS ANGELES",NA,CREDIT UPON RECEIPT  ,SLIVERLED,2,,SP-189-0350-4E,,,RMA13428,,ELECTRICAL
275,1/14/2020,SO98867,,NA,CITY LIGHTS,250 LOWELL STREET - PALO ALTO ,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,SP-140-1400-3,,,RMA13426,,ELECTRICAL
276,1/14/2020,SO98867,,NA,CITY LIGHTS,250 LOWELL STREET - PALO ALTO ,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,SP-140-1400-3,,,RMA13426,,ELECTRICAL
277,1/14/2020,,,NA,CED-DENVER,NA,  REPORTED DEFECTIVE ,SLIVERLED,1,,SP-189-0350-6E,,,RMA13424,,ELECTRICAL
278,1/13/2020,SO80786,,CROSS DESIGN GROUP,POWER AND LIGHTING SYSTEMS,ACCOMMODATION - ALTMAN RESIDENCE Q39095,  REPORTED DEFECTIVE ,BEVELED MINI,1,,SP-155-0350-21,,,RMA13411,,ELECTRICAL
279,1/13/2020,,,NA,CANTLON,NA,"ORIG SO#43067 / INV#46838 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SEND TO LAB FOR EVALUATION - _x000d_
REPL SO#98964 / INV#128091 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED 2.0,2,,SP-050-1000-4,,,RMA13409,,ELECTRICAL
280,1/10/2020,SO95888,,HOK (OOT),SONEPAR/CAPITAL ELECTRIC,PARSONS-RAILYARD /Q46926,  REPORTED DEFECTIVE ,NANOLED NXT,1,,SP-092-0350-2,,,RMA13407,,ELECTRICAL
281,1/10/2020,SO98597,,NA,CED - MILPITAS,GOOGLE EXPERIENCE STUDIO,  REPORTED DEFECTIVE ,NANOLED NXT,1,,SP-092-0350-19,,,RMA13405,,ELECTRICAL
282,1/10/2020,SO72974,,RPA ASSOCIATES,COLONIAL ELECTRIC,GSK Q36496,  REPORTED DEFECTIVE ,BEVELED 2.1,3,,SP-140-1400-2,,,RMA13404,,ELECTRICAL
283,1/10/2020,,,NA,CED-NASHVILLE,NA,  REPORTED DEFECTIVE ,BEVELED MINI X,1,,SP-322-0350-6E,,,RMA13403,,ELECTRICAL
284,1/10/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#49741 / INV#57388 -- REPORTED DEFECTIVE - SITE VISIT - STANLEY - PROJECT: UBS-61 SOUTH PARAMUS RD_x000d_
REPL SO#100528 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED MINI COLOR SELECT,2,,SP-160-0500-2,,,RMA13402,,ELECTRICAL
285,1/10/2020,SO90153,,BRIAN ORTER LIGHTING DESIGN,FACILITY SOLUTIONS GROUP - NEW YORK,KIRKLAND & ELLIS 37 FL Q42313/42314,  REPORTED NOT WORKING,NANOLED MULTI,1,,SP-033-0350-2,,,RMA13401,,ELECTRICAL
286,1/9/2020,SO48167,,DAVIS PARTNERSHIP,QED-DVR,DENVER HIGHLANDS-BLDG ONE,ORIGINAL SO#48167,NANOLED MULTI,8,,SP-125-0350-1-2,,,RMA13397,,ELECTRICAL
287,1/9/2020,SO97674,,LILKER LIGHTING,UNITED ELECTRIC SUPPLY - ALEXANDRIA,HYATT REGENCY CRYSTAL CITY,  REPORTED DEFECTIVE ,BEVELED MINI BASIC,1,,SP-257-0350-6E,,,RMA13392,,ELECTRICAL
288,1/9/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#42607 / INV#46886 -- REPORTED DEFECTIVE - SITIE VISIT - WACHTER - PROJECT: UBS FINANCIAL JERICHO - _x000d_
REPL SO#100440/ INV#TBD -- UPON RECEIPT OF DEFECTIVE UNIT  --  RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED 2.0,1,,SP-034-0700-EML,,,RMA13391,,ELECTRICAL
289,1/8/2020,SO95100,,TPG ARCHITECTURE,CHELSEA LIGHTING,WINDROSE 320 PARK AVE/QUOTE 46298,  REPORTED DEFECTIVE ,BEVELED MINI X,2,,SP-323-0500-2,,,RMA13390,,ELECTRICAL
290,1/8/2020,SO99584,,NA,SONEPAR/STUART C IRBY COMPANY,NA,CREDIT WILL BE ISSUED UPON RECEIPT  original so#99584 ,BEVELED MINI,3,,SP-247-0500-2,,,RMA13386,,ELECTRICAL
291,1/8/2020,SO99584,,NA,SONEPAR/STUART C IRBY COMPANY,NA,CREDIT WILL BE ISSUED UPON RECEIPT  original so#99584 ,BEVELED MINI,3,,SP-247-0500-2,,,RMA13386,,ELECTRICAL
292,1/8/2020,SO89690,,L'OBSERVATOIRE,SCHEMAN & GRANT,158 MERCER STREET/QUOTE 42635,  REPORTED DEFECTIVE ,BEVELED MINI COLOR SELECT,2,,SP-160-0500-19,,,RMA13383,,ELECTRICAL
293,1/8/2020,,,NA,WIEDENBACH BROWN - NORWOOD,NA,  REPORTED DEFECTIVE ,NANOLED MULTI,1,,SP-033-0350-6E,,,RMA13379,,ELECTRICAL
294,1/8/2020,,,NA,WIEDENBACH BROWN - NORWOOD,NA,  REPORTED DEFECTIVE ,NANOLED,1,,SP-044-0350-6E,,,RMA13379,,ELECTRICAL
295,1/8/2020,SO82742,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35619,  REPORTED DEFECTIVE ,BEVELED 2.1,3,,SP-141-1000-4E,,,RMA13378,,ELECTRICAL
296,1/8/2020,SO82742,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35619,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,SP-142-1000-4E,,,RMA13378,,ELECTRICAL
297,1/7/2020,,,NA,USA ILLUM WARRANTY,NA,"RIG SO#86108 / INV#109662 -- REPORTED DEFECTIVE - SITE VISIT - STANLEY - PROJECT: KING STREET CAPITAL - _x000d_
REPL SO#100288 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED MINI X,2,,SP-324-0500-4,,,RMA13368,,ELECTRICAL
298,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#85890, 87326 / INV#106612, 108187 -- REPORTED DEFECTIVE - DIMMED / NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: THOMPSON RESIDENCE -  _x000d_
REPL SO#100277 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MINI,7,,SP-155-0500-7,,,RMA13365,,ELECTRICAL
299,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#85890, 87326 / INV#106612, 108187 -- REPORTED DEFECTIVE - DIMMED / NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: THOMPSON RESIDENCE -  _x000d_
REPL SO#100277 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MINI X,3,,SP-322-0500-7,,,RMA13365,,ELECTRICAL
300,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#45776 / INV#51099 -- REPORTED DEFECTIVE - LIGHTS SHUT OFF - STANLEY - SITE VISIT - PROJECT: VERMONT LAND TRUST - _x000d_
REPL SO#100265 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED 2.0 WARM GLOW,8,,SP-191-0700-4,,,RMA13364,,ELECTRICAL
301,1/6/2020,,,NA,GOODMART,NA,"ORIG SO#84668 / INV#104423 -- REPORTED DEFECTIVE - NOT LIGHTING UP - _x000d_
REPL SO#100258 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED 2.1,1,,SP-141-1000-2,,,RMA13362,,ELECTRICAL
302,1/6/2020,SO46492,,THE LIGHTING PRACTICE ,SUBURBAN WHOLESALE,CAMPBELLS SOUP//Q27446,  REPORTED DEFECTIVE ,BEVELED MINI,1,,SP-064-0500-2,,,RMA13359,,ELECTRICAL
303,1/3/2020,SO79518,,LIGHT INSIGHT DESIGN STUDIO,WOLFERS LIGHTING-ALLSTON,WELLESLEY RESIDENCE Q37579,  REPORTED  FLICKERING,SLIVERLED,1,,SP-234-0700-3,,,RMA13357,,ELECTRICAL
304,1/3/2020,,,NA,HICKS ELECTRIC & UTILITY SUPPLY,NA,"ORIG SO#96971 / INV#125922, 125996 -- REPORTED DEFECTIVE - NOT LIGHTING UP - _x000d_
REPL SO#100215 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MICRO,1,,SP-263-0700-2,,,RMA13356,,ELECTRICAL
305,1/3/2020,SO89048,,HDLC,TRI-STATE LED,IONA SCHOOL OF BUSINESS/Q42904,  REPORTED DEFECTIVE ,BEVELED 2.0,1,,SP-098-0700-2,,,RMA13355,,ELECTRICAL
306,1/3/2020,SO95683,,SYSKA HENNESSY (OOT),SONEPAR USA/COOPER,MARS WRIGLEY/Q45660,  REPORTED DEFECTIVE ,SLIVERLED,1,,SP-189-0350-2,,,RMA13353,,ELECTRICAL
307,2/27/2020,SO74358,,LOOP LIGHTING,CANTLON,39 WEST 10TH LLC, REPORTED LIGHT ENGINE COLOR PROBLEM ,SERVICE PARTS,3,,SP-251-0-500,,,RMA13688,,ELECTRICAL
308,2/27/2020,SO101098,,NA,SOUTH DADE LTG/FLA,CURIO HOTEL LAS OLAS,  REPORTED DAMAGED  ,BEVELED 2.2 WGD,1,,B4RAL-32WG2-2722KH-R40-NC-UNV-D6E-HSG,,,RMA13682,,COSMETIC
309,2/26/2020,SO92341,,(N/A),SAVANT SYSTEMS LLC,VEGAS MODERN LIGHT COVE/BLUE HERON,  REPORTED BROKEN WHIP - DAMAGE RJ PAC BOARDS  ,SERVICE PARTS,2,,USAI-4DL-RJCONNECT-FC1-01,,,RMA13673,,ELECTRICAL
310,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,127,,LNMT-3-8420-M2-NC-120V-DIML2-HSG,,,RMA13668,,ELECTRICAL
311,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,169,,LNMT-3-8420-M2-NC-120V-DIML2-HSG,,,RMA13668,,ELECTRICAL
312,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,19,,LNMT-3-8420-M2-NC-120V-DIML2-HSG,,,RMA13668,,ELECTRICAL
313,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,237,,LNMT-3-21-21-8420-M2-30KS-10-21-10-TRM-MOD1,,,RMA13668,,ELECTRICAL
314,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,19,,LNMT-3-21-21-8420-M2-30KS-10-21-10-TRM-MOD1,,,RMA13668,,ELECTRICAL
315,2/25/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED DOING THE SAME THING AS BEFORE TURNING WEIRD COLORS AND STROBING ,NANOLED MULTIPLES,59,,LNMT-3-21-21-8420-M2-30KS-10-21-10-TRM-MOD1,,,RMA13668,,ELECTRICAL
316,2/24/2020,SO97756,,NA,GOODMART,SIMON AND SCHUSTER,  REPORTED EM BUTTON IS NOT WORKING ,SERVICE PARTS,1,,SP-384-02,,,RMA13666,,ELECTRICAL
317,2/24/2020,,,NA,"USESI, US ELECTRICAL SERVICES, INC",NA,  REPORTED DEFECTIVE ,MICRO,1,,MWL08-27H1-30KS-WH-TRM,,,RMA13664,,ELECTRICAL
318,2/21/2020,SO98599,,CS ILLUMINATION,"CS ILLUMINATIONS, INC.",MCDONALDS SUNNY,"ORIGINAL SO#98599 SHIPMENT RETURNED TO BE REWORKED AND RESHIPPED  _x000d_
NOTIFY TECHSUPPORT UPON RECEIPT",REMOTE PS,30,,RPC-01-33C3-UNV-D6E-EM5,,,RMA13657,,ELECTRICAL
319,2/20/2020,,,NA,"SADDLEBACK DISTRIBUTING, LLC",NA,  REPORTED trim that lights up only half of the LEDs ,MICRO,1,,MDF06-21H1-35KS-50-BL-WH-TRM,,,RMA13651,,ELECTRICAL
320,2/19/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED TURNING YELLOW,NANOLED MULTIPLES,3,,LNML-2-21-21-8420-M2-35KS-25-21-TRM,,,RMA13649,,ELECTRICAL
321,2/18/2020,SO98616,,NA,INDEPENDENT ELECTRIC-SOMERVILLE,ABRAMS CAPITAL ART LIGHTING,  REPORTED HEAT SINK GETS WARM & LED'S DONT WORK ,MICRO,2,,MAF12-41H1-30KH-30-BL-WH-RM-TRM,,,RMA13636,,ELECTRICAL
322,2/18/2020,SO94107,,NA,SAVANT SYSTEMS LLC,ENCODERS INC,  REPORTED  TRIMS BURNING OUT ,SAVANT RECESS MULTICELL,1,,USAI-1MCA4-C30-LMEMZB-00,,,RMA13631,,ELECTRICAL
323,2/18/2020,SO94107,,NA,SAVANT SYSTEMS LLC,ENCODERS INC,  REPORTED  TRIMS BURNING OUT ,SAVANT RECESS MULTICELL,1,,USAI-1MC4-CXXRV13A-00,,,RMA13631,,ELECTRICAL
324,2/17/2020,SO99873,,ROSSETTI,"CANIFF ELECTRIC SUPPLY CO, INC",ONE CAMPUS MARTIUS FITNESS,  RECEIVED TRIMS WITH MISSING COMPONENTS  RETURN LABELS ARE ENCLOSE WITHIN THE PACKING SLIP ENVELOPE,BEVELED 2.2 RT,2,,B4RDRT-BF-BL-TRM,,,RMA13626,,COSMETIC
325,2/17/2020,SO93152,,PLANNING DESIGN RESEARCH,SONEPAR/CRAWFORD ELECTRIC SUPPLY,ALLEN CENTER,  REPORTED 2 FIXTURES DONT TURN ON ,MICRO PENDANT,2,,MPD06-21H1-30KH-50-WH-SM-PR1-RM,,,RMA13623,,ELECTRICAL
326,2/14/2020,SO85363,,NA,SAVANT SYSTEMS LLC,ENCODERS,  REPORTED LGHT OUT ,LED,1,,USAI-2DL-LED-C27XX-00,,,RMA13618,,ELECTRICAL
327,2/13/2020,SO101054,,NA,FOCUS LIGHTING,20 SHOREHAME CLUB ROAD,ORIGINAL SO#101054 ,BEVELED MINI WGD,5,,2433-B1-S-21-MOD1,,,RMA13614,,COSMETIC
