E2,SP_Kit,Item.Name
E2-728-A,NA,DRIVER SET KEY-HATCH-A 1.0(100% MAX CURRENT)
E2-728-M,NA,DRIVER SET KEY-HATCH - M 0.70 (70% MAX CURRENT)
E2-728-N,NA,DRIVER SET KEY-HATCH -N 0.68 (68% MAX CURRENT)
E2-728-P,NA,DRIVER KEY-HATCH-P .63 (63% MAX CURRENT)
E2-728-U,NA,DRIVER SET KEY- HATCH - U 0.50 (50% MAX CURRENT)
E2-734,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-736,NA,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-737,NA,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-738,NA,DRIVER - CC 50W 1300mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-740,NA,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-741,NA,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG B -EL
E2-742,NA,DRIVER - CC 30W 175mA 2-55V 120-277V 50/60HZ 0-10V LIN DIM PKG B-EL
E2-754,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LIN 0% DIM PKG B -EL
E2-755,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LOG 0% DIM PKG B -EL
E2-756,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DALI LIN 0% DIM PKG B -EL
E2-762,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG S2 -EL
E2-763,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 0% LOG DIM PKG S2 -EL
E2-764,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DALI 0% LIN DIM PKG S2 -EL
E2-766,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 1% LOG DIM PKG S2 -EL
E2-770,NA,DRIVER - CC 40W 700mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-771,NA,DRIVER - CC 40W 700mA 30-54V 120-277V 50/60HZ CCR ECO 1% DIM PKG KN-LU
E2-772,NA,DRIVER - CC 40W 700mA 15-38V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-773,NA,DRIVER - CC 40W 700mA 15-38V 120-277V 50/60HZ CCR ECO 1% DIM PKG KN-LU
E2-779,NA,DRIVER - CC 40W 220mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-780,NA,DRIVER - CC 40W 220mA 30-54V 120V 50/60HZ CCR ECO 1% DIM PKG KS-LU
E2-781,NA,DRIVER - CC 40W 400mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-782,NA,DRIVER - CC 30W 400mA 2-55V 120-277V 50/60HZ 1% LIN DIM PKG B-EL
E2-784,NA,DRIVER -CC 50W 900mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM B PKG -EL
E2-785,NA,DRIVER -CC 50W 900mA 2-55V 120-277V 50/60HZ DALI 1% DIM PKG B -EL
E2-787,NA,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-788,NA,DRIVER - CC 50W 800mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B-EL
E2-789,NA,DRIVER - CC 12W 250mA 16-48V 120-277V 50/60HZ 0-10V 10% DIM-TR
E2-796,NA,"DRIVER - CC 600W XXXmA 2-48V 120-240V 50/60HZ 0-10V,DALI,DMX LIN 0% PKG RACK -EL"
E2-800,NA,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LIN 0-10V 0% DIM PKG S2 -EL
E2-801,NA,DRIVER -CC 30W 225mA 2-55V 120-277V 50/60HZ LOG 0-10V DIM PKG S2
E2-803,NA,DRIVER - CC 100W 350mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S1 -EL
E2-815,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V 1% LIN DIM PKG INT -EL
E2-816,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V 1% LOG DIM PKG INT -EL
E2-817,NA,DRIVER-CC 50W 1000mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG B-EL
E2-818,NA,DRIVER- CC 50W 1000mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG B-EL
E2-820,NA,DRIVER - CC 50W 1000mA 2-55V 120-277V 50/60HZ DALI  LIN 0% DIM PKG B -EL
E2-821,NA,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LIN 0-10V 0% DIM PKG B-EL
E2-822,NA,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LOG 0-10V 0% DIM PKG B-EL
E2-823,NA,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DALI  LIN 1% DIM PKG S2 -EL
E2-824,NA,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S2 -EL
E2-825,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1%  DIM PKG S2 -EL
E2-826,NA,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S2 -EL
E2-827,NA,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-828,NA,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-829,NA,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-830,NA,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-831,NA,DRIVER - CC 100W 350mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-832,NA,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-833,NA,DRIVER - CC 50W 350mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-834,NA,DRIVER - CC 50W 700mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-835,NA,DRIVER - CC 100W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-836,NA,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-837,NA,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ DALI LIN 1% DIM PKG S1 -EL
E2-838,NA,DRIVER- CC 10W 250mA 30-42V 120V 50/60HZ FWD/REV 1% DIM PKG RD-ER
E2-839,NA,DRIVER - CC 30W 500mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-840,NA,DRIVER - CC 30W 700mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-841,NA,DRIVER - CC 40W 1400mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-842,NA,DRIVER - CC 40W 900mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-844,NA,DRIVER-CC 40W 1050mA 15-38V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-845,NA,DRIVER-CC 40W 1050mA 15-38V 120-277V 50/60HZ CCR ECO 1% DIM PKG KS-LU
E2-867,NA,DRIVER - CC 30W 1050mA 5-55V 120-277V 50/60HZ 0-10 LIN DIM 1% INT HSG -EL
E2-868,NA,DRIVER - CC 30W 1050mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-869,NA,DRIVER - CC 50W 200/200/200/400mA 5-55V 120-277V 50/60HZ (4) PS64 16BIT MAN DMX DIM -EL
E2-873,NA,DRIVER - CC 40W 900mA 31-44V 120-277V 50/60HZ ECO 5% DIM PKG KS -LU
E2-876,NA,DRIVER - CC 30W 200mA 2-55V 120-277V 50/60HZ 0-10V LIN  0% DIM PKG B-EL
E2-878,NA,DRIVER-CC 100W 1050mA 2-57V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S2-EL
E2-882,NA,DRIVER - CC 30W 1800mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-883,NA,DRIVER - CC 40W 1800mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-884,NA,EM DRIVER - CC 6.0W 280mA 15-52V 120/277V 50/60HZ SIDE
E2-888,NA,DRIVER - CC 30W 700mA 24-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-889,NA,DRIVER - CC 16W 500mA 15-30V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-892,NA,DRIVER - CC 32W 1400mA 13-23V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-894,NA,DRIVER - CC 16W 700mA 12-23V 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-897,NA,DRIVER - CC 40W 1000mA 24-38 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-898,NA,DRIVER - CC 40W 1300mA 20-30 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-899,NA,DRIVER - CC 35W 700mA 30-50 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-900,NA,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-902,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-903,NA,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-904,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-905,NA,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-910,NA,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-911,NA,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-912,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-913,NA,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-914,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-915,NA,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-916,NA,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-917,NA,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-918,NA,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-919,NA,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-920,NA,DRIVER - CC 20W 220mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-921,NA,DRIVER - CC 20W 350mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-922,NA,DRIVER - CC 20W 500mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-923,NA,DRIVER - CC 20W 700mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-924,NA,DRIVER - CC 20W 220mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-926,NA,DRIVER - CC 20W 500mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-928,NA,DRIVER - CC 17W 350mA 23-50V 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-929,NA,DRIVER - CC 26W 700mA 21-37V 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-930,NA,DRIVER - CC 35W 700mA 30-50 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-931,NA,DRIVER - CC 40W 350mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KL - LU
E2-932,NA,DRIVER- CC 20W 500mA 30-42V 120V 50/60HZ FWD 1% DIM PKG RD-ER
E2-940,NA,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE -MX
E2-940-CS,NA,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE-MX-CUSTOMER SUPPLY
E2-941,NA,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE -MX
E2-941-CS,NA,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE -MX-CUSTOMER SUPPLY
E2-942,NA,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE -MX
E2-942-CS,NA,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE -MX-CUSTOMER SUPPLY
E2-943,NA,DRIVER - CC 45W 1050mA 12-42V 48VDC DIM 0% POE -MX
E2-950,NA,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED-EL
E2-951,NA,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-952,NA,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED-EL
E2-953,NA,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-954,NA,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-955,NA,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-956,NA,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-957,NA,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-958,NA,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-959,NA,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-960,NA,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-961,NA,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-962,NA,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-964,NA,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-965,NA,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-966,NA,DRIVER - CC 40W 250mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS - LU
E2-967,NA,DRIVER - CC 20W 250mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-968,NA,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-969,NA,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-970,NA,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LIN 1% DALI PKG B - EL
E2-971,NA,DRIVER - CC 40W 500mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-972,NA,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-973,NA,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-974,NA,DRIVER - CV 96W 2000mA 48V 120-277V 50/60HZ NON DIM -
E2-975,NA,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-976,NA,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-977,NA,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-978,NA,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-979,NA,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE CM-MX
E2-980,NA,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE CM -MX
E2-980-CS,NA,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE CM -MX-CUSTOMER SUPPLY
E2-981,NA,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE CM -MX
E2-981-CS,NA,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE CM -MX-CUSTOMER SUPPLY
E2-982,NA,DRIVER- CC 45W 1050mA 12-42V 48vdc DIM 0% POE CM-MX
E2-984,NA,DRIVER- CC 40W 1300mA 20-30V 120-277V 50/60HZ DIM 1% ECO PKG KN-LU
E2-985,NA,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% DALI PKG B - EL
E2-986,NA,DRIVER-CC 10W 200mA 28-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-987,NA,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-988,NA,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-989,NA,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-990,NA,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-991,NA,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-992,NA,DRIVER - CC 30W 1400mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
